1006.0	360
1127.0	230
1163.0	316
2395.0	158
3635.0	269
3819.0	273
4573.0	240
4658.0	335
4856.0	254
5266.0	299
5695.0	308
6663.0	289
7477.0	361
7639.0	162
7763.0	184
7950.0	262
8236.0	243
8247.0	222
9284.0	215
9790.0	276
9806.0	295
1139.0	259
1546.0	292
1557.0	230
2671.0	303
3485.0	233
39.0	297
4945.0	259
5124.0	324
5212.0	251
7016.0	301
7236.0	279
7434.0	236
7904.0	300
1550.0	263
1682.0	62
1800.0	253
1819.0	288
2001.0	285
2713.0	261
4825.0	37
5840.0	293
6324.0	245
6478.0	260
7248.0	282
7938.0	259
9385.0	303
2772.0	44
486.0	251
4925.0	248
5085.0	250
5371.0	274
615.0	267
6457.0	113
6952.0	210
7249.0	247
7263.0	321
7513.0	251
7719.0	338
8459.0	312
8693.0	280
956.0	268
1651.0	282
2649.0	301
2858.0	278
3738.0	260
4706.0	300
4742.0	314
5886.0	228
7239.0	283
7833.0	302
8034.0	293
8243.0	276
8449.0	297
8911.0	297
9406.0	251
993.0	220
1160.0	322
1539.0	246
3786.0	287
381.0	253
3885.0	314
4424.0	291
4460.0	236
4952.0	305
5609.0	317
5876.0	280
6514.0	217
7070.0	232
741.0	306
7441.0	196
8233.0	250
9539.0	223
9696.0	286
9814.0	243
1015.0	254
2500.0	223
2948.0	321
2995.0	291
4362.0	301
4854.0	111
6298.0	258
7673.0	315
7703.0	284
7802.0	286
8421.0	238
8762.0	284
8902.0	264
8957.0	265
9169.0	329
1522.0	269
1717.0	284
1904.0	318
2174.0	296
2680.0	282
2941.0	362
3571.0	277
3964.0	308
4770.0	111
5650.0	256
5878.0	263
6068.0	306
622.0	261
6596.0	298
7391.0	256
7715.0	204
831.0	213
8851.0	327
