,station,weight,latitude,longitude,elevation,label
3151,USW00013837,16.0,33.4669,-82.0386,128.9,5671.0
25400,USC00221880,31.0,33.4678,-88.3847,44.2,5037.0
22081,USC00228374,119.0,33.4692,-88.7822,56.4,5037.0
13131,USR0000CTAL,10.0,33.4781,-117.4858,366.7,2482.0
14788,USC00020808,62.0,33.4783,-109.7517,1848.6,8888.0
16103,USC00418566,79.0,33.4792,-100.8761,700.1,23.0
12639,USC00412352,25.0,33.4797,-94.6175,103.9,9633.0
20120,USW00013939,19.0,33.4825,-90.9853,39.0,3497.0
26050,USC00416118,2.0,33.4833,-97.05,-999.9,8206.0
4524,USC00021161,41.0,33.4833,-111.9667,381.0,7523.0
2029,USC00296140,7.0,33.4833,-105.7333,2499.4,5660.0
26500,USR0000CSBB,11.0,33.4833,-119.0333,53.6,2482.0
8876,USC00296443,4.0,33.4833,-106.05,1528.9,5660.0
5208,USC00229743,59.0,33.4847,-89.6244,119.5,5037.0
19314,USC00386527,60.0,33.4886,-80.8733,54.9,2278.0
15950,USC00380074,106.0,33.4925,-81.6958,150.0,5671.0
10018,USW00013978,65.0,33.4964,-90.0867,40.5,3497.0
21506,USC00033099,2.0,33.4975,-92.6036,39.6,3497.0
24765,USC00024977,90.0,33.4992,-112.3631,317.0,7523.0
24769,USC00026476,6.0,33.5,-112.0667,342.0,7523.0
7973,USC00020406,5.0,33.5,-111.9833,381.0,7523.0
5764,USC00387568,10.0,33.5,-80.3667,24.1,2278.0
2006,USC00293288,74.0,33.5,-105.5167,1897.1,5660.0
14842,USC00033101,9.0,33.5117,-92.4372,61.0,3497.0
1998,USC00292207,40.0,33.5133,-103.3403,1261.3,5660.0
1779,USC00223614,5.0,33.5167,-90.1833,28.0,3497.0
11079,KSW00043217,4.0,33.5167,126.4833,14.0,3954.0
24740,USC00020104,31.0,33.5167,-112.1167,348.1,7523.0
7986,USC00023621,83.0,33.5167,-111.7,402.9,8888.0
2338,USC00381093,55.0,33.5214,-79.0975,6.1,2278.0
26555,USR0000MRDG,11.0,33.5258,-89.9731,106.7,5037.0
5884,USC00415409,1.0,33.5281,-101.8761,986.0,5660.0
9757,USR0000CSRO,19.0,33.5286,-117.2306,603.5,7523.0
1993,USC00291440,59.0,33.5311,-105.5947,1975.1,5660.0
8219,USC00094700,18.0,33.5311,-84.3544,283.5,5671.0
21577,USC00047836,6.0,33.5319,-117.5525,114.3,2482.0
11616,USC00090310,3.0,33.5333,-82.3167,73.2,5671.0
7946,USC00010836,26.0,33.5333,-86.8333,214.0,9195.0
2467,USC00417572,11.0,33.5333,-99.65,366.1,23.0
7988,USC00023852,10.0,33.5333,-113.1667,371.9,7523.0
6280,USR0000ASTH,9.0,33.5406,-109.3169,2139.7,8888.0
19830,USR0000CBCN,19.0,33.5417,-117.5917,213.4,2482.0
18201,USC00044647,83.0,33.5453,-117.7814,13.4,2482.0
10057,USW00023111,20.0,33.55,-112.3667,331.0,7523.0
22621,USC00380072,4.0,33.55,-81.6967,165.2,5671.0
9305,USC00415183,70.0,33.55,-102.3758,1071.1,5660.0
11408,USC00025765,3.0,33.55,-111.95,433.1,8888.0
1188,USC00026244,15.0,33.55,-111.9667,433.1,8888.0
16034,USC00410984,87.0,33.5511,-97.8472,329.2,8206.0
7996,USC00025700,70.0,33.5544,-111.4425,519.7,8888.0
19826,USR0000CANZ,17.0,33.555,-116.673,1194.8,7523.0
24782,USC00028214,50.0,33.5575,-111.5358,433.4,8888.0
24796,USC00031962,49.0,33.5597,-91.385,44.2,3497.0
8200,USC00090311,52.0,33.5619,-82.3389,112.8,5671.0
11991,USC00222896,85.0,33.5628,-89.2358,134.1,5037.0
25011,USC00098064,52.0,33.5636,-83.0767,211.8,5671.0
20117,USW00013876,83.0,33.5656,-86.745,187.5,9195.0
24784,USC00028566,8.0,33.5667,-112.4,335.0,7523.0
12552,USC00387830,3.0,33.5667,-81.5833,152.4,5671.0
22297,USC00293587,15.0,33.5667,-107.35,2194.6,5660.0
22286,USC00290119,36.0,33.5667,-107.9,2261.0,5660.0
21477,USC00026246,4.0,33.5667,-111.9667,420.9,7523.0
1404,USC00093899,59.0,33.5667,-83.2167,192.0,5671.0
4559,USC00029095,1.0,33.5667,-112.4,335.0,7523.0
11065,JA000047893,56.0,33.567,133.55,5.0,9827.0
1270,USC00045502,95.0,33.5714,-116.0767,-54.9,7523.0
13503,USW00073803,4.0,33.5722,-86.0572,160.0,9195.0
21124,JA000047807,55.0,33.583,130.383,15.0,3954.0
21458,USC00022462,33.0,33.5833,-112.0833,383.1,7523.0
14789,USC00020855,33.0,33.5833,-109.1667,1652.0,8888.0
848,JAW00043310,19.0,33.5833,130.45,12.2,3954.0
5885,USC00415412,1.0,33.5833,-101.8833,982.1,5660.0
5873,USC00414257,3.0,33.5842,-95.8994,202.4,8206.0
10008,USW00013871,71.0,33.5872,-85.8556,181.1,9195.0
21501,USC00031152,122.0,33.59,-92.8236,35.4,9633.0
16028,USC00410313,45.0,33.5947,-98.6117,321.3,23.0
21494,USC00029634,48.0,33.595,-112.3014,345.9,7523.0
15037,USC00091640,79.0,33.5972,-85.0806,303.3,9195.0
18350,USC00092318,97.0,33.5972,-83.8436,234.4,5671.0
22085,USC00229537,4.0,33.6,-88.5833,73.2,5037.0
7960,USC00016328,9.0,33.6,-86.3167,246.9,9195.0
4507,USC00016329,16.0,33.6,-86.2667,292.9,9195.0
25412,USC00227886,59.0,33.6,-91.0833,43.0,3497.0
1181,USC00022787,35.0,33.6,-114.5333,98.1,7523.0
16794,USW00023021,11.0,33.6,-102.05,1014.1,5660.0
4635,USC00046175,91.0,33.6025,-117.8803,3.0,2482.0
24755,USC00023190,33.0,33.6028,-111.7131,481.6,8888.0
11450,USC00037582,113.0,33.6044,-92.0997,64.0,3497.0
24818,USC00040924,99.0,33.6131,-114.5972,81.7,7523.0
1182,USC00022790,33.0,33.6133,-114.4706,141.7,7523.0
2420,USC00411772,106.0,33.6164,-95.0717,132.6,9633.0
12007,USC00229543,12.0,33.6167,-88.65,70.1,5037.0
25632,USC00295610,6.0,33.6167,-105.25,1944.6,5660.0
12641,USC00412448,20.0,33.6167,-100.8333,784.9,23.0
877,MOW00013022,1.0,33.6167,-7.1167,171.3,2278.0
19804,USR0000AHIL,11.0,33.6183,-110.42,1743.5,8888.0
26800,USW00023158,65.0,33.6186,-114.7142,120.4,7523.0
13234,USR0000TCLA,10.0,33.6189,-95.1667,146.3,9633.0
11436,USC00030286,24.0,33.6194,-94.0994,97.5,9633.0
13346,USW00003192,11.0,33.6228,-111.9106,449.0,8888.0
3101,USW00003104,63.0,33.6267,-116.1594,-36.0,7523.0
22731,USC00413828,48.0,33.6267,-100.3369,536.4,23.0
26756,USW00013874,83.0,33.63,-84.4417,307.8,5671.0
25604,USC00291515,102.0,33.6308,-105.8964,1647.4,5660.0
2473,USC00418221,90.0,33.6325,-99.2897,396.8,23.0
18144,USC00025282,34.0,33.6333,-112.3,351.1,7523.0
25633,USC00295731,3.0,33.6333,-103.35,1281.1,5660.0
8845,USC00290508,4.0,33.6333,-105.1667,1634.9,5660.0
15431,USC00222477,54.0,33.6333,-89.7167,75.9,5037.0
12551,USC00387775,5.0,33.6333,-81.4,146.9,5671.0
5758,USC00385775,17.0,33.6333,-82.1667,137.2,5671.0
7649,JAW00043316,4.0,33.6333,130.5,14.0,9827.0
1166,USC00014845,53.0,33.6333,-86.1833,156.1,9195.0
16054,USC00413415,88.0,33.6358,-97.1447,237.7,8206.0
26853,USW00053919,76.0,33.6361,-91.7556,88.4,3497.0
7969,USC00020170,9.0,33.6392,-109.3278,2792.0,8888.0
25999,USC00410923,102.0,33.6403,-96.1661,180.4,8206.0
9284,USC00413420,26.0,33.6461,-97.0592,265.2,8206.0
2343,USC00383730,3.0,33.6464,-79.9906,25.0,2278.0
23140,USR0000CELC,17.0,33.6472,-117.4111,926.0,2482.0
9705,USR0000ASHK,9.0,33.6472,-85.6344,276.8,9195.0
13339,USW00003082,3.0,33.6475,-105.8944,1635.6,5660.0
11368,USC00013775,55.0,33.6483,-85.6006,259.1,9195.0
18770,USC00226670,10.0,33.65,-88.85,76.2,5037.0
6555,USW00013825,12.0,33.65,-88.45,68.0,5037.0
20008,USS0009S11S,20.0,33.65,-109.3,2749.3,8888.0
14464,JA000047809,45.0,33.65,130.699,38.0,9827.0
12635,USC00412121,119.0,33.6517,-101.245,917.4,23.0
5763,USC00387560,22.0,33.6525,-80.7897,85.3,2278.0
20159,USW00023042,66.0,33.6542,-101.8136,993.3,23.0
23114,USR0000AROO,17.0,33.655,-111.1333,664.5,8888.0
5891,USC00416130,1.0,33.6564,-97.3769,315.8,8206.0
24825,USC00041738,5.0,33.6617,-115.7206,520.0,7523.0
25931,USC00381726,60.0,33.6631,-82.1897,115.8,5671.0
11416,USC00026865,69.0,33.665,-114.2272,266.7,7523.0
15965,USC00386410,5.0,33.6667,-79.4167,18.3,2278.0
26483,USR0000CKEE,22.0,33.6667,-116.7667,1499.6,7523.0
4194,JAW00043317,6.0,33.6667,131.0333,12.2,9827.0
11986,USC00220630,1.0,33.6667,-89.3333,121.9,5037.0
10136,USW00093101,54.0,33.6667,-117.7333,116.1,2482.0
16081,USC00416014,20.0,33.6667,-97.75,328.9,8206.0
7941,USC00010267,19.0,33.6667,-85.8333,220.1,9195.0
12654,USC00414978,15.0,33.6667,-98.7833,323.1,23.0
24837,USC00042805,109.0,33.6692,-117.3319,391.7,2482.0
1194,USC00027281,107.0,33.6731,-111.1508,672.1,8888.0
19449,USC00416794,109.0,33.6744,-95.5586,165.2,8206.0
4579,USC00034839,17.0,33.6772,-93.9903,96.3,9633.0
2347,USC00384753,104.0,33.6775,-79.8283,22.9,2278.0
15959,USC00384111,8.0,33.6789,-79.3808,12.2,2278.0
26871,USW00093184,14.0,33.68,-117.8664,16.5,2482.0
11420,USC00027462,10.0,33.6833,-113.4833,487.4,7523.0
26743,USW00013717,14.0,33.6833,-78.9333,7.9,2278.0
26803,USW00023172,1.0,33.6833,-116.1667,-20.1,7523.0
14771,USC00012883,69.0,33.6847,-87.8214,111.3,5037.0
3104,USW00003184,14.0,33.6883,-112.0817,443.5,7523.0
12659,USC00415410,50.0,33.6897,-101.8219,989.1,23.0
21443,USC00016478,62.0,33.6906,-86.685,185.3,9195.0
11438,USC00030800,3.0,33.6919,-93.1622,109.7,9633.0
2350,USC00385493,41.0,33.6989,-80.2003,30.5,2278.0
3273,USW00093114,34.0,33.7,-117.8333,18.0,2482.0
25615,USC00292871,38.0,33.7,-104.0667,1229.0,5660.0
5760,USC00386163,10.0,33.7,-78.8833,9.1,2278.0
13273,USS0009S06S,15.0,33.7,-109.2,2438.4,8888.0
1401,USC00092791,3.0,33.7006,-84.7303,305.4,9195.0
13064,USR0000AFAP,10.0,33.7011,-109.7058,1671.2,8888.0
14931,USC00049087,88.0,33.7025,-117.7539,71.6,2482.0
9335,USC00418274,112.0,33.7033,-96.6419,231.6,8206.0
18196,USC00043855,79.0,33.7044,-115.6289,417.6,7523.0
1262,USC00044259,101.0,33.7086,-116.2153,-6.4,7523.0
14843,USC00033428,100.0,33.7089,-93.5561,114.3,9633.0
20075,USW00003080,3.0,33.715,-108.7772,1780.6,5660.0
14926,USC00048655,28.0,33.7156,-117.19,432.8,7523.0
19022,USC00297386,57.0,33.7158,-108.7769,1782.2,5660.0
5411,USC00294101,12.0,33.7167,-108.7833,1777.9,5660.0
8089,USC00047876,45.0,33.7167,-118.2667,3.0,2482.0
14938,USC00049722,2.0,33.7167,-117.0833,451.1,7523.0
10012,USW00013923,22.0,33.7167,-96.6667,232.9,8206.0
9310,USC00416074,51.0,33.7192,-102.7597,1149.1,5660.0
1263,USC00044303,9.0,33.72,-117.7231,164.6,2482.0
11639,USC00099157,110.0,33.7264,-82.7058,189.0,5671.0
4548,USC00026603,11.0,33.7275,-111.8606,781.8,8888.0
18150,USC00027460,48.0,33.7333,-113.5333,519.1,7523.0
18229,USC00046630,2.0,33.7333,-116.3833,59.4,7523.0
26633,USS0008S01S,24.0,33.7333,-108.9333,2438.4,8888.0
11989,USC00221738,53.0,33.7367,-90.7444,42.1,3497.0
4607,USC00042410,6.0,33.7378,-115.3925,227.7,7523.0
1259,USC00043896,18.0,33.7381,-116.8939,552.0,7523.0
7967,USC00018517,55.0,33.7392,-88.1275,90.8,5037.0
19839,USR0000CCRT,10.0,33.7403,-116.8414,594.4,7523.0
3000,USR0000TCDD,11.0,33.7411,-95.9219,243.8,8206.0
4658,USC00047888,97.0,33.7442,-117.8667,41.1,2482.0
11434,USC00029464,35.0,33.7478,-112.5983,509.0,7523.0
4497,USC00012350,4.0,33.7481,-87.0586,121.9,9195.0
24337,CH000056046,56.0,33.75,99.65,3968.0,7671.0
2054,USC00299682,5.0,33.75,-105.6333,2133.6,5660.0
6680,USW00093113,2.0,33.75,-118.25,13.1,2482.0
14890,USC00044208,8.0,33.75,-116.7,1644.1,7523.0
4495,USC00011940,31.0,33.75,-87.15,97.5,5037.0
1395,USC00090456,6.0,33.75,-84.3833,346.9,5671.0
16647,USS0009S18S,20.0,33.75,-109.5,2392.7,8888.0
25942,USC00388714,60.0,33.75,-81.8333,189.0,5671.0
18145,USC00025312,19.0,33.75,-109.55,2379.0,8888.0
11379,USC00017955,10.0,33.7525,-87.0483,94.5,9195.0
9302,USC00414982,43.0,33.7542,-99.1442,355.7,23.0
2353,USC00386153,24.0,33.7544,-78.8219,11.9,2278.0
16109,USC00419163,49.0,33.7569,-99.8617,478.8,23.0
14891,USC00044211,68.0,33.7572,-116.7067,1639.8,7523.0
18767,USC00225897,51.0,33.7589,-90.2103,44.2,3497.0
8619,USC00223645,57.0,33.7608,-89.8136,72.2,5037.0
24853,USC00045080,3.0,33.7611,-118.1969,6.1,2482.0
6335,USR0000CTM2,10.0,33.7625,-117.4828,342.9,2482.0
5620,USC00344745,5.0,33.7667,-96.35,-999.9,8206.0
18207,USC00045082,49.0,33.7667,-118.2,9.1,2482.0
18367,USC00098547,66.0,33.7667,-85.3,299.0,9195.0
25651,USC00299823,10.0,33.7667,-107.3,1830.0,5660.0
21521,USC00035376,70.0,33.7667,-93.9167,91.4,9633.0
2345,USC00384607,55.0,33.7775,-81.8467,189.0,5671.0
9734,USR0000CJFL,10.0,33.7781,-117.085,646.2,7523.0
20085,USW00003888,14.0,33.7792,-84.5214,256.0,5671.0
19880,USR0000GWAS,9.0,33.7806,-82.8161,180.7,5671.0
11504,USC00046816,11.0,33.7833,-117.2333,448.1,7523.0
8087,USC00047810,85.0,33.7833,-116.9667,470.0,7523.0
20234,USW00093106,26.0,33.7833,-118.05,11.0,2482.0
4644,USC00046818,5.0,33.7833,-117.25,488.0,7523.0
4552,USC00027453,13.0,33.7833,-113.6167,580.0,7523.0
16861,USW00063850,9.0,33.7836,-83.3897,225.9,5671.0
24875,USC00047813,34.0,33.7869,-116.9583,475.5,7523.0
5185,USC00221743,22.0,33.7942,-90.7128,42.7,3497.0
14825,USC00027876,48.0,33.7986,-110.9714,1554.5,8888.0
18216,USC00045978,10.0,33.8,-116.6333,2567.9,7523.0
16646,USS0009S07S,22.0,33.8,-109.15,2560.3,8888.0
12237,USC00299830,3.0,33.8,-108.3167,2111.0,5660.0
8853,USC00292362,16.0,33.8,-108.3333,2073.9,5660.0
18978,USC00290989,9.0,33.8,-108.3333,2073.9,5660.0
15045,USC00095204,1.0,33.8,-82.4667,146.3,5671.0
9188,USC00386775,51.0,33.8017,-81.2744,137.2,2278.0
16708,USW00003122,81.0,33.8017,-118.3411,27.4,2482.0
8847,USC00291138,116.0,33.8044,-106.8908,1375.3,5660.0
3242,USW00053022,2.0,33.8075,-103.8431,1314.6,5660.0
6308,USR0000CFRE,20.0,33.8081,-117.7111,542.8,2482.0
12540,USC00381241,19.0,33.8083,-79.8567,24.4,2278.0
9315,USC00416742,17.0,33.8083,-100.2981,558.4,23.0
25940,USC00387683,10.0,33.8089,-80.9019,23.5,2278.0
1248,USC00042598,79.0,33.8089,-115.4508,296.6,7523.0
24743,USC00020632,60.0,33.8097,-111.6497,502.9,8888.0
4584,USC00036253,53.0,33.8103,-91.2778,45.7,3497.0
13443,USW00023129,64.0,33.8117,-118.1464,9.4,2482.0
23528,USW00093718,20.0,33.8117,-78.7239,9.8,2278.0
12651,USC00414093,105.0,33.8128,-98.2003,283.5,23.0
4526,USC00021282,44.0,33.8161,-111.9019,771.1,8888.0
19418,USC00412394,65.0,33.8167,-96.5667,186.8,8206.0
3048,USS0010S01S,20.0,33.8167,-110.9167,2103.1,8888.0
8220,USC00095110,3.0,33.8167,-82.3833,164.6,5671.0
5428,USC00297588,15.0,33.8167,-107.4,2401.8,5660.0
24809,USC00035908,121.0,33.8203,-93.3878,93.9,9633.0
3241,USW00053019,2.0,33.8208,-109.9831,1576.7,8888.0
4563,USC00029271,99.0,33.8214,-109.9839,1575.8,8888.0
22306,USC00295273,105.0,33.8225,-108.9417,2148.8,8888.0
14840,USC00032540,77.0,33.8228,-92.3989,70.1,3497.0
1281,USC00046635,91.0,33.8275,-116.5097,129.5,7523.0
23524,USW00093138,15.0,33.8281,-116.5053,128.3,7523.0
25399,USC00220021,118.0,33.83,-88.5214,60.4,5037.0
12543,USC00381997,111.0,33.8314,-79.0558,6.1,2278.0
26513,USR0000GDAL,9.0,33.8333,-84.74,276.5,9195.0
24748,USC00021361,17.0,33.8333,-111.95,647.1,8888.0
22637,USC00385954,16.0,33.8333,-81.6333,121.9,5671.0
14774,USC00014225,10.0,33.8333,-87.2833,113.1,5037.0
19017,USC00296734,5.0,33.8333,-103.3333,1375.9,5660.0
8082,USC00047326,1.0,33.8342,-118.3756,43.3,2482.0
6275,USR0000ANWH,7.0,33.8367,-109.9642,1597.2,8888.0
1186,USC00024770,1.0,33.8383,-112.2661,468.2,7523.0
2407,USC00410012,13.0,33.84,-101.8581,1024.1,5660.0
13060,USR0000AALP,12.0,33.8417,-109.1222,2447.8,8888.0
16033,USC00410926,11.0,33.8472,-97.6528,300.2,8206.0
24741,USC00020159,88.0,33.8492,-109.1469,2453.6,8888.0
21128,JA000047887,60.0,33.85,132.783,34.0,9827.0
7942,USC00010377,23.0,33.85,-86.3333,180.1,9195.0
7645,JA000047894,39.0,33.85,134.1,1946.0,9827.0
8615,USC00220730,2.0,33.85,-89.4167,-999.9,5037.0
22080,USC00227582,67.0,33.85,-91.0167,46.0,3497.0
8223,USC00095404,13.0,33.8533,-84.5783,298.7,5671.0
21482,USC00026840,39.0,33.8556,-111.3064,708.7,8888.0
5183,USC00221314,61.0,33.8586,-89.3158,77.7,5037.0
25937,USC00384886,73.0,33.8642,-79.7297,22.9,2278.0
1231,USC00040192,23.0,33.8647,-117.8425,102.1,2482.0
26884,USW00093830,12.0,33.8667,-84.3,302.1,5671.0
7975,USC00020758,1.0,33.8667,-109.4167,2745.0,8888.0
4193,JAW00043306,12.0,33.8667,130.6333,40.2,9827.0
8005,USC00027081,45.0,33.8667,-111.3167,737.9,8888.0
14554,PK000041560,4.0,33.867,70.083,1726.0,2278.0
8221,USC00095165,9.0,33.8706,-83.1136,221.3,5671.0
16710,USW00003166,15.0,33.8719,-117.9789,29.3,2482.0
4804,USC00098950,42.0,33.8722,-83.5358,256.0,5671.0
19838,USR0000CCOA,9.0,33.8744,-117.5492,195.1,2482.0
13488,USW00053863,15.0,33.875,-84.3022,305.4,5671.0
2221,USC00345563,71.0,33.8761,-97.1642,244.4,8206.0
2871,USR0000CCLK,12.0,33.8767,-117.3089,524.3,2482.0
21396,TS000060765,39.0,33.88,10.1,4.0,2278.0
765,CH000058102,57.0,33.883,115.767,42.0,3954.0
15844,USC00349662,8.0,33.8833,-96.8,200.9,8206.0
5757,USC00385580,3.0,33.8833,-80.1167,21.3,2278.0
21542,USC00042031,75.0,33.8833,-117.55,185.9,2482.0
5397,USC00290512,18.0,33.8833,-108.5333,2038.2,5660.0
1214,USC00032148,98.0,33.8847,-91.5317,49.7,3497.0
1309,USC00049847,75.0,33.89,-117.8189,106.7,2482.0
15809,USC00341266,4.0,33.8936,-97.2692,228.0,8206.0
6343,USR0000GATH,9.0,33.8967,-83.3656,205.7,5671.0
10058,USW00023119,22.0,33.9,-117.25,462.1,7523.0
25728,USC00316304,2.0,33.9,-78.0333,4.6,2278.0
22624,USC00380506,28.0,33.9,-81.5389,201.2,5671.0
15969,USC00388621,35.0,33.9,-80.5,64.0,2278.0
15971,USC00389039,50.0,33.9,-80.5206,76.2,2278.0
15619,USC00291840,14.0,33.9,-105.0,1645.9,5660.0
2005,USC00293145,18.0,33.9,-105.0,1645.9,5660.0
15625,USC00292580,1.0,33.9,-103.3333,1373.1,5660.0
11370,USC00014226,46.0,33.9047,-87.3153,148.1,5037.0
18124,USC00018998,37.0,33.9111,-87.8469,142.6,5037.0
12199,USC00290983,65.0,33.9114,-106.3494,1691.9,5660.0
19439,USC00415265,46.0,33.915,-102.3275,1068.3,5660.0
11439,USC00031191,14.0,33.9153,-91.7711,79.2,3497.0
1226,USC00036768,48.0,33.9153,-92.8267,51.8,9633.0
26035,USC00414471,23.0,33.9167,-98.65,299.0,23.0
23408,USW00013864,15.0,33.9167,-84.5167,330.1,5671.0
26638,USS0009S02S,20.0,33.9167,-109.45,2804.2,8888.0
8201,USC00090432,35.0,33.9167,-83.35,210.0,5671.0
22636,USC00385660,5.0,33.9167,-82.15,150.9,5671.0
16886,USW00093833,1.0,33.9167,-80.8,74.1,2278.0
5614,USC00343623,4.0,33.9167,-94.5667,131.7,9633.0
26043,USC00415263,11.0,33.9167,-102.3333,1086.0,5660.0
5612,USC00342680,4.0,33.9208,-96.3203,196.9,8206.0
13343,USW00003167,14.0,33.9228,-118.3342,19.2,2482.0
19313,USC00385658,3.0,33.9236,-82.1439,150.9,5671.0
8237,USC00099466,50.0,33.9275,-83.7261,271.0,5671.0
5192,USC00224265,62.0,33.9278,-89.0083,83.2,5037.0
19093,USC00317813,7.0,33.9283,-78.3894,6.1,2278.0
6608,USW00023156,62.0,33.9286,-116.9814,789.7,7523.0
21519,USC00035112,74.0,33.9294,-93.8583,121.9,9633.0
18193,USC00042494,1.0,33.9297,-118.1456,33.5,2482.0
2864,USR0000CBEU,8.0,33.9306,-116.95,793.7,7523.0
12213,USC00294129,12.0,33.9333,-108.1833,2117.1,5660.0
4791,USC00095290,20.0,33.9333,-84.7,396.2,9195.0
5396,USC00290394,26.0,33.9333,-105.75,1866.9,5660.0
8627,USC00227036,10.0,33.9333,-89.3333,-999.9,5037.0
1227,USC00036823,24.0,33.9333,-91.8333,76.2,3497.0
5619,USC00344451,89.0,33.9336,-94.8278,111.3,9633.0
5767,USC00388440,86.0,33.9364,-80.3569,53.9,2278.0
20164,USW00023174,68.0,33.9381,-118.3889,29.6,2482.0
8857,USC00292854,71.0,33.9403,-103.6572,1339.6,5660.0
21453,USC00020949,65.0,33.9431,-114.0242,281.9,7523.0
7968,USC00020060,66.0,33.9433,-113.1875,659.9,7523.0
11374,USC00016121,100.0,33.9478,-86.4692,271.9,9195.0
3153,USW00013873,69.0,33.9481,-83.3275,239.3,5671.0
6561,USW00013883,65.0,33.9486,-81.1186,70.4,2278.0
2002,USC00293057,2.0,33.95,-107.45,2267.7,5660.0
5205,USC00227983,3.0,33.95,-90.7667,52.1,3497.0
7641,JA000047762,49.0,33.95,130.933,19.0,9827.0
8222,USC00095231,20.0,33.95,-82.5833,-999.9,5671.0
11428,USC00028647,6.0,33.95,-111.3167,758.3,8888.0
8224,USC00095525,13.0,33.95,-84.55,342.9,5671.0
14916,USC00047470,112.0,33.9511,-117.3881,256.0,2482.0
9959,USW00003171,14.0,33.9519,-117.4386,245.4,2482.0
11448,USC00036174,40.0,33.9539,-92.2019,85.3,3497.0
9312,USC00416137,33.0,33.9544,-102.7783,1140.0,5660.0
23361,USW00003054,9.0,33.9558,-102.7739,1140.6,5660.0
15056,USC00099486,13.0,33.9664,-83.2911,271.3,5671.0
26755,USW00013849,22.0,33.9667,-80.4667,74.1,2278.0
15031,USC00090430,79.0,33.9667,-83.3833,-999.9,5671.0
9965,USW00003858,8.0,33.9667,-80.8,89.9,2278.0
15968,USC00388360,15.0,33.9667,-80.55,152.4,2278.0
4652,USC00047473,54.0,33.9669,-117.3614,300.5,2482.0
26848,USW00053867,14.0,33.9706,-80.9958,64.6,2278.0
18155,USC00028326,11.0,33.9733,-109.5631,2856.0,8888.0
9960,USW00003179,15.0,33.9753,-117.6361,198.1,2482.0
2900,USR0000CSRI,22.0,33.9778,-120.0778,395.6,2482.0
13406,USW00013966,90.0,33.9786,-98.4928,310.0,23.0
14831,USC00029287,102.0,33.9792,-112.7403,638.6,7523.0
10108,USW00053163,3.0,33.9794,-107.1872,3196.1,5660.0
11990,USC00221804,2.0,33.9803,-89.6714,73.5,5037.0
14792,USC00021353,64.0,33.9825,-112.3617,606.6,7523.0
5752,USC00381944,83.0,33.9831,-81.0167,73.8,2278.0
18181,USC00040607,18.0,33.9833,-116.9667,929.9,7523.0
8872,USC00295651,14.0,33.9833,-104.6833,1524.9,5660.0
7989,USC00023926,21.0,33.9833,-109.75,2493.3,8888.0
8868,USC00294375,20.0,33.9833,-108.6333,2257.0,5660.0
23300,USS0009S01S,18.0,33.9833,-109.5167,2781.3,8888.0
13135,USR0000CWHH,13.0,33.9839,-118.01,289.6,2482.0
26026,USC00413214,68.0,33.985,-101.3339,981.5,23.0
21687,USC00092485,55.0,33.9881,-84.7475,335.3,9195.0
19094,USC00318113,120.0,33.9947,-78.0078,6.1,2278.0
6327,USR0000CSCI,21.0,33.9958,-119.7222,76.2,2482.0
15967,USC00387631,109.0,33.9978,-81.7747,146.3,5671.0
21703,USC00097130,26.0,34.0,-83.0167,304.8,5671.0
5518,USC00317817,10.0,34.0,-78.45,11.9,2278.0
11997,USC00226515,32.0,34.0,-88.75,98.1,5037.0
19306,USC00380480,5.0,34.0,-81.05,106.7,2278.0
2208,USC00342678,105.0,34.0,-96.3686,182.9,8206.0
6394,USR0000NSUN,10.0,34.0028,-77.9581,9.1,2278.0
11988,USC00221606,65.0,34.0039,-90.0681,54.9,3497.0
24827,USC00042214,77.0,34.0047,-118.415,28.0,2482.0
16086,USC00416740,55.0,34.0067,-100.2989,579.1,23.0
8090,USC00047953,72.0,34.0075,-118.4997,4.3,2482.0
19841,USR0000CDNO,11.0,34.0092,-119.6542,243.8,2482.0
25721,USC00315116,40.0,34.0103,-78.545,12.2,2278.0
20237,USW00093197,12.0,34.0158,-118.4514,53.0,2482.0
2341,USC00381934,1.0,34.0167,-80.9333,75.9,2278.0
2232,USC00347785,4.0,34.0167,-97.95,-999.9,8206.0
2342,USC00382630,6.0,34.0167,-81.0667,106.7,2278.0
11364,USC00013151,60.0,34.0167,-86.0,174.0,9195.0
4589,USC00040188,5.0,34.0167,-119.3667,43.0,2482.0
18242,USC00047950,19.0,34.0167,-118.4833,18.0,2482.0
19005,USC00294127,4.0,34.0167,-108.1,2410.1,5660.0
19029,USC00298769,7.0,34.0167,-105.6667,1993.1,5660.0
15032,USC00090485,1.0,34.0167,-83.8333,358.1,5671.0
26486,USR0000CLHO,20.0,34.0178,-116.1878,1280.2,7523.0
4631,USC00045790,28.0,34.0192,-118.1053,75.0,2482.0
15808,USC00340980,39.0,34.0211,-95.8722,167.6,8206.0
9053,USC00344384,88.0,34.0211,-95.5381,158.5,9633.0
1164,USC00013154,58.0,34.0219,-85.9878,172.2,9195.0
21465,USC00023683,51.0,34.0219,-109.4519,2522.2,8888.0
18166,USC00030240,49.0,34.025,-91.3444,59.1,3497.0
19441,USC00415658,65.0,34.025,-100.8172,722.4,23.0
16047,USC00412818,18.0,34.0308,-98.9117,370.6,23.0
19312,USC00385306,61.0,34.0347,-78.8825,27.4,2278.0
