,station,weight,latitude,longitude,elevation,label
20868,CA006121940,14.0,45.23,-81.53,190.0,2857.0
25826,USC00351765,103.0,45.2325,-120.1817,865.6,2106.0
1069,RSM00032174,57.0,45.233,147.883,38.0,3667.0
7393,CA007028680,60.0,45.233,-74.1,46.0,7657.0
1619,USC00171870,1.0,45.2333,-70.2,353.9,3494.0
8681,USC00243368,4.0,45.2333,-111.25,1876.0,6168.0
9132,USC00358079,8.0,45.2333,-118.45,1036.9,7884.0
26653,USS0011D99S,14.0,45.2333,-111.1167,3038.9,6168.0
20005,USS0009D21S,11.0,45.2333,-109.45,1792.2,2953.0
2257,USC00354624,1.0,45.2333,-118.45,1061.0,7884.0
5786,USC00394025,1.0,45.2406,-99.7744,583.4,4134.0
13224,USR0000OWAM,26.0,45.2406,-121.453,1011.9,2106.0
18856,USC00245961,88.0,45.2436,-109.7311,1994.6,2953.0
10160,USW00094281,16.0,45.2486,-122.7686,59.7,7217.0
10760,CA006117186,19.0,45.25,-78.95,316.0,4718.0
19335,USC00393284,20.0,45.25,-97.45,558.1,4134.0
864,KZ000035969,26.0,45.25,67.067,138.0,3667.0
15286,USC00179360,15.0,45.25,-68.65,49.1,3204.0
9943,USS0021D35S,27.0,45.25,-121.7333,1158.2,2106.0
3880,CA006128320,53.0,45.25,-81.67,183.0,2857.0
22546,USC00354626,1.0,45.25,-118.4,1054.9,7884.0
20853,CA006107247,45.0,45.25,-75.35,76.0,7657.0
25365,USC00210190,6.0,45.2533,-93.2928,274.0,6876.0
8469,USC00177654,17.0,45.2536,-69.2278,115.8,3204.0
19358,USC00398528,41.0,45.2539,-102.3122,725.4,7262.0
25251,USC00175347,13.0,45.2564,-69.01,128.0,3204.0
23467,USW00024138,67.0,45.2575,-112.5545,1585.0,6168.0
11972,USC00215845,1.0,45.2597,-94.9461,364.8,6876.0
2934,USR0000ISFK,1.0,45.2625,-115.5083,1645.9,7884.0
4848,USC00109560,60.0,45.2658,-115.6789,1800.5,7884.0
5803,USC00399220,2.0,45.2667,-100.8833,524.9,4134.0
26682,USS0017D06S,24.0,45.2667,-117.6833,1783.1,7884.0
5247,USC00241040,22.0,45.2667,-105.0167,1015.9,7262.0
3077,USS0017D18S,23.0,45.2667,-117.1667,2411.0,7884.0
15878,USC00355621,30.0,45.2667,-122.75,49.1,7217.0
8454,USC00170655,8.0,45.2669,-69.5839,182.9,3204.0
4395,RSM00031895,67.0,45.267,135.5,335.0,3667.0
16533,USR0000MAXO,6.0,45.2683,-111.8744,2209.8,6168.0
22534,USC00352693,104.0,45.2689,-122.3186,137.2,7217.0
3928,CA007022306,15.0,45.27,-71.43,492.0,3494.0
14233,CA007024440,59.0,45.27,-72.12,274.0,3494.0
24269,CA008104920,8.0,45.27,-66.07,8.0,3204.0
3944,CA007027372,18.0,45.27,-71.52,394.0,3494.0
13187,USR0000MWIC,9.0,45.2706,-110.5433,2317.7,3977.0
25450,USC00240775,27.0,45.2769,-111.3242,2008.6,6168.0
20979,CA008104800,95.0,45.28,-66.08,31.0,3204.0
7290,CA006107276,21.0,45.28,-75.05,70.0,7657.0
7391,CA007027690,28.0,45.28,-73.6,53.0,7657.0
24294,CA008205900,19.0,45.28,-62.67,152.0,3667.0
19224,USC00356151,45.0,45.2817,-122.7517,45.7,7217.0
4086,CH000050978,60.0,45.283,130.949,234.0,3667.0
11952,USC00209105,21.0,45.2833,-84.6167,235.0,2857.0
23340,USS0018D06S,23.0,45.2833,-118.85,1539.2,2106.0
26652,USS0011D19S,21.0,45.2833,-111.4333,2706.6,6168.0
26817,USW00024148,11.0,45.2833,-118.0167,825.1,7884.0
23301,USS0010D31S,24.0,45.2833,-110.25,2042.2,3977.0
19344,USC00395536,113.0,45.2836,-96.6689,349.0,4134.0
21912,USC00170398,19.0,45.2883,-69.1467,166.1,3204.0
5303,USC00248597,107.0,45.2925,-111.9481,1759.6,6168.0
2249,USC00351926,74.0,45.2964,-117.7903,954.0,7884.0
19909,USR0000MFOH,24.0,45.2969,-106.1614,1030.2,7262.0
20980,CA008104899,12.0,45.3,-66.1,30.0,3204.0
3929,CA007022320,85.0,45.3,-72.9,68.0,3494.0
9089,USC00351924,15.0,45.3,-117.8,890.0,7884.0
14218,CA007014290,100.0,45.3,-74.05,47.0,7657.0
10809,CA00701A9EC,17.0,45.3,-74.47,70.0,7657.0
15887,USC00358190,34.0,45.3,-121.75,1189.9,2106.0
16301,USC00470175,91.0,45.3011,-92.3631,326.1,3751.0
5656,USC00353402,61.0,45.3014,-121.7417,1213.1,2106.0
13170,USR0000MCSA,9.0,45.3028,-93.1011,274.3,6876.0
19232,USC00357127,4.0,45.3033,-122.9133,157.0,7217.0
9228,USC00398116,54.0,45.3036,-97.0625,595.9,4134.0
15399,USC00212500,6.0,45.305,-93.5842,277.4,6876.0
22047,USC00215842,111.0,45.305,-94.9392,381.0,6876.0
19667,USC00474530,5.0,45.3103,-88.5181,383.4,5629.0
25510,USC00249240,55.0,45.3128,-107.9383,1007.4,3977.0
2972,USR0000MWOL,27.0,45.3131,-107.1719,1590.1,3977.0
8701,USC00245106,4.0,45.3164,-107.3594,1024.1,3977.0
12436,USC00351365,2.0,45.3167,-123.4333,595.0,7217.0
9108,USC00354622,47.0,45.3167,-118.0747,839.7,7884.0
9122,USC00355788,9.0,45.3167,-117.7333,2140.9,7884.0
1845,USC00244701,16.0,45.3167,-106.9833,1204.9,3977.0
9551,USC00476667,36.0,45.3167,-86.95,179.2,5629.0
1729,USC00210667,60.0,45.3167,-95.6167,317.0,6876.0
7288,CA006106000,73.0,45.317,-75.667,114.0,7657.0
17637,CA008104900,62.0,45.317,-65.883,93.0,3204.0
3856,CA006101260,14.0,45.317,-76.0,-999.9,7657.0
11913,USC00201468,48.0,45.3172,-85.2672,180.7,5629.0
19956,USR0000OHAR,20.0,45.3192,-116.8675,1850.4,7884.0
3858,CA006101958,37.0,45.32,-74.47,69.0,7657.0
3867,CA006107310,7.0,45.32,-74.85,84.0,7657.0
3934,CA007024858,12.0,45.32,-73.95,31.0,7657.0
24260,CA008101150,6.0,45.32,-66.03,4.0,3204.0
7457,CA008105500,13.0,45.32,-67.22,168.0,3204.0
10820,CA007024878,12.0,45.32,-73.78,31.0,7657.0
10892,CA008200635,6.0,45.32,-63.2,183.0,3204.0
20909,CA007011947,46.0,45.32,-74.17,49.0,7657.0
20859,CA006113660,57.0,45.32,-79.25,290.0,4718.0
4031,CA008200640,8.0,45.32,-60.97,26.0,3667.0
13220,USR0000OPAT,21.0,45.3222,-120.925,679.7,2106.0
22023,USC00211390,42.0,45.3222,-93.2844,276.5,2865.0
15480,USC00240819,43.0,45.3247,-106.5125,963.2,3977.0
8667,USC00241102,98.0,45.3261,-108.9092,1092.1,3977.0
14234,CA007024624,16.0,45.33,-71.4,445.0,3494.0
4037,CA008201850,12.0,45.33,-63.17,122.0,3204.0
13173,USR0000MFRE,10.0,45.33,-112.9128,2262.2,6168.0
565,CA006116254,101.0,45.33,-80.0,194.0,2857.0
626,CA007023270,48.0,45.33,-73.25,31.0,3494.0
17556,CA007024623,12.0,45.33,-71.5,366.0,3494.0
540,CA006080193,12.0,45.33,-78.85,427.0,4718.0
14558,RIE00111909,61.0,45.3331,19.85,84.0,3667.0
19360,USC00399004,64.0,45.3331,-97.5228,565.4,6291.0
17768,HRE00105210,60.0,45.3331,14.45,120.0,3667.0
22545,USC00354615,17.0,45.3333,-118.1167,857.1,7884.0
3086,USS0021D08S,29.0,45.3333,-121.7167,1645.9,2106.0
8662,USC00240824,3.0,45.3333,-106.25,1189.9,3977.0
2955,USR0000MFOU,8.0,45.3333,-110.2167,1737.4,3977.0
12480,USC00359208,1.0,45.3333,-122.65,21.0,7217.0
6101,USC00474523,39.0,45.3333,-88.4981,364.5,5629.0
12904,USC00478561,23.0,45.3333,-88.5833,415.1,5629.0
13156,USR0000ISKU,23.0,45.3367,-114.4681,1554.5,6168.0
19918,USR0000MPRY,19.0,45.3375,-108.4908,1885.5,3977.0
18837,USC00242793,95.0,45.3394,-111.7111,1509.7,6168.0
1741,USC00212881,54.0,45.3397,-92.9125,292.6,3751.0
10759,CA006116262,9.0,45.34,-80.03,214.0,2857.0
17497,CA006116257,9.0,45.34,-80.04,176.0,2857.0
22543,USC00354329,78.0,45.3456,-117.2247,1298.4,7884.0
26266,USC00474080,50.0,45.3497,-90.7483,385.6,3751.0
24295,CA008205988,42.0,45.35,-63.3,12.0,3204.0
8472,USC00178721,6.0,45.35,-69.9667,182.9,3494.0
631,CA007027560,29.0,45.35,-73.53,31.0,3494.0
26545,USR0000MENN,11.0,45.35,-111.7344,1505.4,6168.0
24278,CA008201500,12.0,45.35,-61.5,3.0,3667.0
7464,CA008200900,17.0,45.35,-63.42,15.0,3204.0
22128,USC00240325,2.0,45.35,-106.2667,1189.9,3977.0
9136,USC00359616,15.0,45.35,-121.9333,422.1,2106.0
24128,CA006116255,12.0,45.35,-80.05,198.0,2857.0
5658,USC00353471,13.0,45.35,-120.7667,725.7,2106.0
1076,RSM00034954,19.0,45.35,42.85,140.0,3667.0
24202,CA00702607F,21.0,45.35,-73.92,38.0,7657.0
3857,CA006101521,1.0,45.35,-75.73,88.0,7657.0
25836,USC00353121,36.0,45.35,-121.2667,744.0,2106.0
10758,CA006113663,42.0,45.35,-79.17,321.0,4718.0
9134,USC00358530,13.0,45.35,-121.7,1812.0,2106.0
15409,USC00214373,4.0,45.3533,-94.3056,349.0,2865.0
16590,USR0000OMIN,16.0,45.3539,-117.6328,1089.7,7884.0
13221,USR0000OPO2,9.0,45.3547,-117.7044,2013.8,7884.0
23178,USR0000IKRI,21.0,45.3556,-113.8933,1585.0,6168.0
22557,USC00356334,65.0,45.3558,-122.6047,50.9,7217.0
22946,USC00471897,65.0,45.3575,-88.1919,289.6,5629.0
19676,USC00478905,68.0,45.3581,-86.8911,209.1,5629.0
8567,USC00206510,5.0,45.3614,-84.9511,228.0,5629.0
9103,USC00353827,114.0,45.3653,-119.5639,574.5,2106.0
23341,USS0018D20S,23.0,45.3667,-118.45,1396.0,7884.0
2679,USC00476320,23.0,45.3667,-92.75,245.7,3751.0
719,CA008205990,41.0,45.367,-63.267,39.0,3204.0
7377,CA007024280,97.0,45.367,-71.817,181.0,3494.0
1151,UPM00033889,63.0,45.367,28.85,30.0,3667.0
12066,USC00244896,4.0,45.3681,-112.0967,1584.4,6168.0
5275,USC00244447,50.0,45.3681,-113.4089,1975.1,6168.0
13213,USR0000OEAG,10.0,45.3686,-122.3311,226.8,7217.0
24118,CA006101820,50.0,45.37,-77.62,287.0,4718.0
17569,CA007027802,50.0,45.37,-71.53,346.0,3494.0
4052,CA008206000,55.0,45.37,-63.3,24.0,3204.0
636,CA007028121,9.0,45.37,-71.93,255.0,3494.0
7385,CA007027085,9.0,45.37,-73.58,31.0,3494.0
16593,USR0000OPOI,9.0,45.3719,-117.7022,2060.4,7884.0
8566,USC00206507,108.0,45.3725,-84.9767,182.6,5629.0
12574,USC00397062,97.0,45.3767,-103.3675,935.7,7262.0
1445,USC00108395,45.0,45.3767,-114.2775,1036.3,6168.0
22017,USC00210287,95.0,45.3783,-96.1542,333.1,2865.0
26530,USR0000ILOD,12.0,45.3786,-115.1872,1859.3,6168.0
24199,CA007023312,17.0,45.38,-71.47,346.0,3494.0
24121,CA006105978,9.0,45.38,-75.72,79.0,7657.0
3921,CA007017032,15.0,45.38,-74.25,61.0,7657.0
3864,CA006105976,123.0,45.38,-75.72,79.0,7657.0
17572,CA007028946,24.0,45.38,-70.87,396.0,3494.0
7376,CA007022800,58.0,45.38,-72.72,175.0,3494.0
10817,CA007024100,39.0,45.38,-73.43,30.0,3494.0
10742,CA006082178,33.0,45.38,-78.9,404.0,4718.0
14138,CA006101658,60.0,45.38,-77.15,245.0,4718.0
3948,CA007028890,23.0,45.38,-72.5,198.0,3494.0
6116,USC00478978,7.0,45.3803,-87.9567,227.1,5629.0
10894,CA008201100,28.0,45.383,-61.967,96.0,3667.0
14450,IT000016090,61.0,45.3831,10.8667,68.0,3667.0
6355,USR0000IIND,23.0,45.3833,-114.1667,1066.8,6168.0
5286,USC00246188,9.0,45.3833,-109.8833,1534.1,3977.0
6096,USC00474295,23.0,45.3833,-89.1833,513.0,5629.0
18858,USC00246195,9.0,45.3833,-109.9,2114.1,3977.0
15417,USC00216386,3.0,45.3833,-94.7333,360.0,2865.0
22004,USC00207089,29.0,45.3833,-83.8333,224.9,2857.0
22011,USC00207867,59.0,45.3903,-87.7025,210.3,5629.0
2370,USC00394268,3.0,45.3953,-101.4292,734.6,6291.0
4173,ITE00115588,11.0,45.3983,11.8803,12.0,3667.0
863,KZ000035925,63.0,45.4,56.2,82.0,3667.0
3949,CA007028906,28.0,45.4,-71.3,512.0,3494.0
10902,CA008204400,103.0,45.4,-64.33,24.0,3204.0
20919,CA007025670,32.0,45.4,-71.08,503.0,3494.0
7373,CA007020828,45.0,45.4,-72.27,297.0,3494.0
14231,CA007024080,32.0,45.4,-71.25,381.0,3494.0
9096,USC00352675,14.0,45.4,-117.2667,1182.6,7884.0
11273,RSM00034984,52.0,45.4,47.35,-24.0,3667.0
23318,USS0012D11S,22.0,45.4,-112.9667,2529.8,6168.0
25257,USC00178353,32.0,45.4,-68.1667,134.1,3204.0
3946,CA007028120,71.0,45.4,-71.9,181.0,3494.0
25501,USC00247730,1.0,45.4,-105.8333,1158.8,7262.0
25356,USC00207091,2.0,45.4,-83.9167,309.4,2857.0
10806,CA007017445,21.0,45.4,-74.2,99.0,7657.0
3933,CA007024627,31.0,45.4,-73.13,38.0,3494.0
18097,UPM00033983,71.0,45.4,36.417,49.0,3667.0
7934,UPM00033898,4.0,45.4,29.6,0.0,3667.0
7287,CA006105887,50.0,45.4,-75.72,72.0,7657.0
20010,USS0010D16S,25.0,45.4,-110.95,2468.9,6168.0
9232,USC00399337,7.0,45.4081,-96.86,353.6,2865.0
4043,CA008204402,8.0,45.41,-64.35,31.0,3204.0
5135,USC00206184,85.0,45.4108,-84.2233,227.1,2857.0
2682,USC00477464,63.0,45.4117,-92.6464,234.7,3751.0
8573,USC00207096,3.0,45.4133,-83.8139,193.5,2857.0
5772,USC00390120,8.0,45.4136,-97.9064,448.1,6291.0
2358,USC00390198,42.0,45.4136,-97.9069,426.7,6291.0
9554,USC00477132,61.0,45.4164,-91.7719,336.2,3751.0
9884,USS0010D24S,22.0,45.4167,-110.1,2691.4,3977.0
12437,USC00351552,44.0,45.4167,-123.25,238.0,7217.0
5246,USC00240814,7.0,45.4167,-112.85,2012.9,6168.0
3087,USS0021D33S,28.0,45.4167,-121.8667,1112.5,2106.0
8668,USC00241418,22.0,45.4167,-107.9,1113.1,3977.0
5179,USC00218204,43.0,45.4167,-92.65,232.0,3751.0
12472,USC00358034,23.0,45.4167,-122.75,125.0,7217.0
13467,USW00024254,3.0,45.4167,-123.8,11.9,7217.0
15374,USC00207094,30.0,45.4169,-83.8158,187.5,2857.0
4394,RSM00031884,3.0,45.417,134.267,139.0,3667.0
828,JA000047401,39.0,45.417,141.683,12.0,3667.0
12563,USC00393316,53.0,45.4178,-101.81,887.0,7262.0
1867,USC00247740,47.0,45.4183,-105.8683,1188.7,7262.0
20844,CA006100493,21.0,45.42,-77.8,335.0,4718.0
10896,CA008201980,22.0,45.42,-63.62,22.0,3204.0
703,CA008201400,15.0,45.42,-63.45,44.0,3204.0
7465,CA008201390,9.0,45.42,-63.47,38.0,3204.0
17555,CA007024263,15.0,45.42,-71.43,417.0,3494.0
17909,ROE00108890,49.0,45.42,22.25,241.0,3667.0
627,CA007024400,69.0,45.42,-73.93,27.0,7657.0
3926,CA007021918,17.0,45.42,-71.63,213.0,3494.0
544,CA006100345,36.0,45.42,-76.37,107.0,7657.0
4034,CA008201380,18.0,45.42,-63.42,38.0,3204.0
4843,USC00107706,87.0,45.4239,-116.315,548.6,7884.0
25959,USC00398980,61.0,45.4247,-97.3269,557.8,6291.0
19206,USC00352672,50.0,45.4256,-117.2972,1162.8,7884.0
9563,USC00479145,1.0,45.4283,-91.4203,361.2,3751.0
22669,USC00398307,92.0,45.4283,-101.0764,658.4,6291.0
5691,USC00358498,6.0,45.4294,-123.7619,42.7,7217.0
14136,CA006100558,6.0,45.43,-77.67,290.0,4718.0
10830,CA007028126,5.0,45.43,-71.68,241.0,3494.0
553,CA006107003,41.0,45.43,-76.65,127.0,7657.0
14308,CA008203156,8.0,45.43,-62.72,119.0,3204.0
24204,CA007026700,24.0,45.43,-73.1,40.0,3494.0
14232,CA007024118,9.0,45.43,-73.62,23.0,7657.0
17570,CA007028124,39.0,45.433,-71.683,239.0,3494.0
629,CA007026839,29.0,45.433,-73.933,39.0,7657.0
2686,USC00478528,53.0,45.4333,-89.75,438.9,3751.0
12468,USC00357000,9.0,45.4333,-121.2333,411.5,2106.0
8711,USC00246190,35.0,45.435,-109.8081,1475.2,3977.0
1633,USC00178792,8.0,45.4353,-67.7214,189.0,3204.0
12908,USC00479144,95.0,45.4425,-91.4181,364.2,3751.0
25453,USC00241127,80.0,45.4442,-105.4072,924.2,7262.0
15990,USC00394206,97.0,45.4478,-99.0383,466.3,6291.0
25838,USC00353770,112.0,45.4486,-122.1547,228.0,7217.0
1630,USC00176927,8.0,45.45,-68.1667,189.0,3204.0
3865,CA006106100,22.0,45.45,-75.63,54.0,7657.0
9945,USS0022D03S,15.0,45.45,-122.0333,801.6,7217.0
10750,CA006106090,32.0,45.45,-75.62,98.0,7657.0
14756,UPM00033962,4.0,45.45,34.733,20.0,3667.0
7748,RO000015280,55.0,45.45,25.45,2504.0,3667.0
7379,CA007025212,11.0,45.45,-71.15,1111.0,3494.0
1735,USC00211561,3.0,45.45,-94.0,302.1,2865.0
10755,CA006111375,7.0,45.45,-79.25,326.0,4718.0
19922,USR0000MSQU,9.0,45.4511,-111.2189,1636.8,6168.0
25945,USC00390834,12.0,45.4522,-99.6533,611.1,6291.0
19354,USC00397277,46.0,45.4525,-99.3358,559.3,6291.0
22532,USC00352440,102.0,45.4539,-121.1303,405.4,2106.0
19238,USC00358494,63.0,45.4539,-123.8519,3.7,7217.0
12433,USC00350595,33.0,45.4547,-122.8203,82.3,7217.0
2357,USC00390022,1.0,45.4553,-98.4142,396.5,6291.0
20148,USW00014929,120.0,45.4558,-98.4131,396.8,6291.0
26584,USR0000OTIL,14.0,45.4569,-123.8031,6.7,7217.0
16537,USR0000MFIS,19.0,45.4581,-109.5714,1386.8,3977.0
6409,USR0000OPOL,27.0,45.4586,-121.4464,1011.9,2106.0
13532,USW00094626,15.0,45.4622,-69.5953,316.1,3204.0
16311,USC00474391,43.0,45.4653,-91.1236,353.0,3751.0
12459,USC00355545,43.0,45.4667,-120.35,472.4,2106.0
8463,USC00173353,63.0,45.4667,-69.5833,313.6,3204.0
8720,USC00247735,12.0,45.4667,-105.8167,1068.0,7262.0
16698,USS0021D04S,24.0,45.4667,-121.7,1341.1,2106.0
24723,UPM00033981,4.0,45.467,35.867,101.0,3667.0
628,CA007025250,71.0,45.467,-73.75,29.9,7657.0
17485,CA006101440,39.0,45.47,-76.23,94.0,7657.0
14297,CA008103441,10.0,45.47,-65.9,66.0,3204.0
14139,CA006102417,9.0,45.47,-76.22,74.0,7657.0
7382,CA007026073,12.0,45.47,-73.8,41.0,7657.0
21112,ITE00100554,246.0,45.4717,9.1892,150.0,3667.0
18848,USC00244506,56.0,45.4731,-109.0097,1172.9,3977.0
12467,USC00356634,96.0,45.4756,-118.8253,524.3,2106.0
14306,CA008201000,91.0,45.48,-62.02,76.0,3667.0
3866,CA006107002,28.0,45.48,-76.7,130.0,7657.0
624,CA007022280,61.0,45.48,-71.67,189.0,3494.0
20926,CA007028695,18.0,45.48,-71.07,495.0,3494.0
20918,CA007020860,55.0,45.48,-71.95,130.0,3494.0
10834,CA007032680,6.0,45.48,-75.65,49.0,7657.0
24122,CA006107004,30.0,45.48,-76.43,127.0,7657.0
9102,USC00353522,2.0,45.4803,-122.4664,137.2,7217.0
5669,USC00355734,97.0,45.4825,-120.7236,570.0,2106.0
2275,USC00357586,12.0,45.4833,-123.2,108.2,7217.0
2384,USC00399012,23.0,45.4833,-97.55,561.1,6291.0
15060,USC00101422,9.0,45.4833,-115.3333,704.1,6168.0
5280,USC00245080,31.0,45.4836,-110.5689,1484.4,3977.0
25492,USC00246157,106.0,45.4856,-111.6325,1446.3,6168.0
25849,USC00355945,5.0,45.4981,-122.8394,56.4,7217.0
24113,CA006084770,85.0,45.5,-77.98,316.0,4718.0
15880,USC00356468,13.0,45.5,-121.5833,588.9,2106.0
26261,USC00473090,4.0,45.5,-90.9167,449.6,3751.0
3936,CA007025260,29.0,45.5,-73.62,133.0,7657.0
9883,USS0010D13S,31.0,45.5,-110.9667,2090.9,6168.0
7368,CA007016470,48.0,45.5,-74.37,46.0,7657.0
17563,CA007027280,52.0,45.5,-73.85,23.0,7657.0
26651,USS0011D11S,22.0,45.5,-111.9167,2407.9,6168.0
7284,CA006101935,5.0,45.5,-75.45,91.0,7657.0
26249,USC00470565,28.0,45.5,-91.8333,339.9,3751.0
1093,SIE00115166,26.0,45.5,13.6,30.0,3667.0
7936,UPM00033939,4.0,45.5,34.2,37.0,3667.0
9542,USC00473532,2.0,45.5,-89.75,-999.9,3751.0
17649,CA008202415,6.0,45.5,-62.72,152.0,3204.0
10821,CA007025280,122.0,45.5,-73.58,57.0,7657.0
20917,CA007020750,11.0,45.5,-72.43,198.0,3494.0
7383,CA007026213,10.0,45.5,-73.75,31.0,7657.0
960,ROE00108895,49.0,45.5,28.02,71.0,3667.0
7366,CA007015730,72.0,45.5,-74.07,91.0,7657.0
17819,KZ000035953,28.0,45.5,64.083,103.0,3667.0
19355,USC00397307,1.0,45.5,-97.5,561.1,6291.0
8716,USC00247034,56.0,45.5022,-104.4478,1010.7,7262.0
23218,USR0000OBLR,26.0,45.5075,-121.7189,1152.1,2106.0
9830,USR0000OLOG,27.0,45.51,-121.9031,762.0,2106.0
5797,USC00397545,57.0,45.51,-100.0356,579.7,6291.0
23470,USW00024152,43.0,45.5114,-118.4247,1134.8,7884.0
2666,USC00474582,81.0,45.5119,-88.7594,516.6,5629.0
22540,USC00353908,72.0,45.5139,-122.99,48.8,7217.0
16897,USW00094081,8.0,45.5161,-103.3017,878.7,7262.0
2265,USC00355397,15.0,45.5167,-118.4333,1127.8,7884.0
18822,USC00240021,1.0,45.5167,-109.45,1219.2,3977.0
2269,USC00356464,56.0,45.5167,-121.5833,522.1,2106.0
3093,USS0023D02S,29.0,45.5167,-123.2833,627.9,7217.0
20921,CA007027320,67.0,45.517,-73.417,27.0,3494.0
21422,UPM00033924,38.0,45.517,32.7,10.0,3667.0
21029,CH000050915,55.0,45.517,116.967,840.0,3667.0
22561,USC00356749,36.0,45.5181,-122.6894,48.5,7217.0
10833,CA007031360,85.0,45.52,-75.78,113.0,7657.0
704,CA008201716,13.0,45.52,-61.25,6.0,3667.0
7380,CA007025267,21.0,45.52,-73.57,41.0,3494.0
24208,CA007027110,23.0,45.52,-73.78,23.0,7657.0
14238,CA007027322,5.0,45.52,-73.42,27.0,3494.0
17492,CA006109132,3.0,45.52,-74.65,88.0,7657.0
24210,CA007027440,29.0,45.52,-73.67,38.0,7657.0
10812,CA007020885,21.0,45.52,-71.48,378.0,3494.0
1769,USC00218986,22.0,45.5231,-92.7489,286.5,3751.0
25833,USC00352997,116.0,45.5247,-123.1028,54.9,7217.0
5269,USC00243570,53.0,45.5261,-112.7006,1540.5,6168.0
2360,USC00390701,84.0,45.5286,-102.465,847.3,7262.0
3954,CA007034365,32.0,45.53,-76.05,69.0,7657.0
10883,CA008102100,1.0,45.53,-65.83,16.0,3204.0
3932,CA007024256,11.0,45.53,-73.7,37.0,7657.0
10838,CA007034635,16.0,45.53,-75.42,55.0,7657.0
7280,CA006080191,10.0,45.53,-78.27,412.0,4718.0
3851,CA006080192,8.0,45.53,-78.27,330.0,4718.0
19321,USC00390223,14.0,45.5317,-103.3292,859.5,7262.0
16548,USR0000MSHE,9.0,45.5325,-93.7503,353.0,2865.0
4156,HRE00105203,109.0,45.5331,18.6331,88.0,3667.0
25873,USC00358632,3.0,45.5333,-122.3833,43.0,6938.0
20192,USW00024274,98.0,45.5333,-122.6667,9.1,7217.0
9533,USC00471923,81.0,45.5333,-92.0222,378.0,3751.0
9217,USC00395421,15.0,45.5333,-102.2167,798.9,7262.0
26705,USS0023D01S,28.0,45.5333,-123.3667,990.6,6938.0
4832,USC00105429,1.0,45.5333,-116.3,491.0,7884.0
2282,USC00358631,2.0,45.5333,-122.3833,27.1,6938.0
25451,USC00240827,3.0,45.5333,-106.5167,1257.0,3977.0
22558,USC00356466,31.0,45.535,-121.5894,463.3,6938.0
12893,USC00477142,15.0,45.5378,-89.7322,445.0,3751.0
21725,USC00103554,48.0,45.5394,-113.9275,1365.5,6168.0
18831,USC00241297,98.0,45.5397,-106.9597,1045.5,3977.0
3303,USW00094261,15.0,45.5406,-122.9486,62.2,6938.0
3184,USW00014926,73.0,45.5433,-94.0514,310.3,2865.0
8287,USC00109963,25.0,45.545,-115.2514,755.9,6168.0
25388,USC00217502,51.0,45.5461,-93.7572,307.8,2865.0
3295,USW00094052,15.0,45.5464,-100.4078,522.7,6291.0
8255,USC00103558,7.0,45.5469,-113.9258,1365.5,6168.0
12095,USC00248430,57.0,45.5472,-112.3261,1409.7,6168.0
15977,USC00391294,118.0,45.5489,-103.9744,951.0,7262.0
6506,USS0022D02S,22.0,45.55,-122.0167,951.0,6938.0
10822,CA007025332,6.0,45.55,-73.17,210.0,3494.0
16685,USS0018D04S,29.0,45.55,-118.45,1196.3,7884.0
619,CA007017657,15.0,45.55,-74.2,40.0,7657.0
24119,CA006102252,1.0,45.55,-77.1,185.0,4718.0
17558,CA007025330,10.0,45.55,-73.08,174.0,3494.0
17575,CA007030170,47.0,45.55,-75.55,91.0,7657.0
20225,USW00054936,50.0,45.55,-94.1333,310.9,2865.0
18719,USC00210541,76.0,45.55,-96.7167,331.9,2865.0
12576,USC00397150,28.0,45.55,-103.0833,-999.9,7262.0
24206,CA007026920,33.0,45.55,-73.35,61.0,3494.0
5154,USC00211227,81.0,45.5506,-93.1264,292.6,2865.0
16825,USW00024242,58.0,45.5511,-122.4089,8.8,6938.0
21723,USC00102575,55.0,45.5525,-115.4606,1713.0,7884.0
16584,USR0000OLAG,15.0,45.5528,-118.0119,944.9,7884.0
2649,USC00470773,29.0,45.5556,-90.9592,371.9,3751.0
2272,USC00356750,17.0,45.5606,-122.5381,6.4,6938.0
8475,USC00178974,42.0,45.5608,-67.4303,128.0,3204.0
13227,USR0000SCAM,18.0,45.5625,-103.9917,951.0,7262.0
3178,USW00014841,65.0,45.5644,-84.7928,214.9,5629.0
25951,USC00395691,87.0,45.5656,-100.4489,516.9,6291.0
12827,USC00455670,22.0,45.5667,-122.25,198.1,6938.0
22945,USC00471875,17.0,45.5667,-88.9,499.9,5629.0
9105,USC00354149,2.0,45.5667,-116.8333,604.1,7884.0
15283,USC00178969,14.0,45.5667,-67.4333,139.9,3204.0
2252,USC00352677,5.0,45.5667,-117.0833,1321.0,7884.0
12444,USC00352597,65.0,45.5669,-117.9239,822.0,7884.0
15062,USC00102577,5.0,45.5697,-115.4528,1749.6,6168.0
6374,USR0000MLIH,14.0,45.5697,-107.4358,1036.3,3977.0
616,CA007016906,18.0,45.57,-74.05,53.0,7657.0
14141,CA006104125,34.0,45.57,-77.42,174.0,4718.0
17567,CA007027772,11.0,45.57,-72.67,91.0,3494.0
3943,CA007027361,43.0,45.57,-72.92,33.0,3494.0
3935,CA007025257,41.0,45.57,-73.55,46.0,3494.0
10909,CA008205401,25.0,45.57,-62.65,11.0,3667.0
15372,USC00206442,11.0,45.5719,-84.7858,217.0,5629.0
